Card_ID,Card_Name,Card_Set,Card_Type,Class,Rarity,Mana_Cost,Attack,Health,Mechanics,Race,Collectible
TRLA_802,Favor of the Gods,Rastakhan's Rumble,Spell,Neutral,,0,,,Taunt,,FALSE
TRLA_Druid_02,Feral,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Warrior_07,Fervent Fans,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Mage_04,Fire,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_Rogue_08,For the Money,Rastakhan's Rumble,Spell,Rogue,,0,,,,,FALSE
TRLA_803,Fortified Spirit,Rastakhan's Rumble,Spell,Neutral,,0,,,,,FALSE
TRLA_Hunter_01,Fresh Meat,Rastakhan's Rumble,Spell,Hunter,,0,,,,,FALSE
TRLA_Mage_05,Frost,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_129s,Frostfire,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_Druid_14,Going Wild,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Mage_09,Gurubashi Legends,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_163,Halazzi's Guise,Rastakhan's Rumble,Minion,Hunter,,0,None,6,"InvisibleDeathrattle, Rush, Poisonous, Taunt",,FALSE
TRLA_162,Halazzi's Hunt,Rastakhan's Rumble,Minion,Hunter,,0,None,5,"InvisibleDeathrattle, Overkill",,FALSE
TRLA_110,Halazzi's Trap,Rastakhan's Rumble,Minion,Hunter,,0,None,8,InvisibleDeathrattle,,FALSE
TRLA_Mage_08,Hand Power,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_Priest_02,Healing,Rastakhan's Rumble,Spell,Priest,,0,,,,,FALSE
TRLA_Paladin_02,Healing,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Mage_01,Heroic Power,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_207h,Hex Lord Malacrass,Rastakhan's Rumble,Hero,Mage,,0,,10,,,FALSE
TRLA_203h,High Priest Thekal,Rastakhan's Rumble,Hero,Paladin,,0,,10,,,FALSE
TRLA_206h,High Priestess Jeklik,Rastakhan's Rumble,Hero,Warlock,,0,,10,,,FALSE
TRLA_179,Hir'eek's Hunger,Rastakhan's Rumble,Minion,Warlock,,0,None,8,InvisibleDeathrattle,,FALSE
TRLA_Warlock_01,Hir'eek's Legion,Rastakhan's Rumble,Spell,Warlock,,0,,,,,FALSE
TRLA_Paladin_07,Holy Arsenal,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Priest_06,Inner Strength,Rastakhan's Rumble,Spell,Priest,,0,,,,,FALSE
TRLA_Priest_03,Inspired by the Light,Rastakhan's Rumble,Spell,Priest,,0,,,,,FALSE
TRLA_Shaman_11,Jade Lotus,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_108,Jan'alai's Mantle,Rastakhan's Rumble,Minion,Mage,,0,None,5,"InvisibleDeathrattle, Spell Damage",,FALSE
TRLA_Warlock_11,Jinx,Rastakhan's Rumble,Spell,Warlock,,0,,,,,FALSE
TRLA_109,Krag'wa's Lure,Rastakhan's Rumble,Minion,Shaman,,0,None,2,"InvisibleDeathrattle, Overload",,FALSE
TRLA_Hunter_10,Legendary,Rastakhan's Rumble,Spell,Hunter,,0,,,,,FALSE
TRLA_Warrior_03,Legendary,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Priest_10,Legends of the Light,Rastakhan's Rumble,Spell,Priest,,0,,,,,FALSE
TRLA_Warlock_03,Life Takers,Rastakhan's Rumble,Spell,Warlock,,0,,,,,FALSE
TRLA_Mage_06,Magical Friends,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_Paladin_01,Magnetic,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Shaman_13,Mechanized,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_Warrior_05,Metalhead,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Rogue_10,Misfits,Rastakhan's Rumble,Spell,Rogue,,0,,,,,FALSE
TRLA_Shaman_07,Murlocs,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_Shaman_04,Mutations,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_Druid_01,Natural Defense,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Druid_03,Nature's Blessing,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Druid_10,Nature's Wrath,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_158,Overcharged Totem,Rastakhan's Rumble,Minion,Shaman,,0,None,4,Overload,Totem,FALSE
TRLA_Warrior_10,Overkill,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Shaman_08,Overload,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_805,Pact with the Loa,Rastakhan's Rumble,Spell,Neutral,,0,,,,,FALSE
TRLA_187,Pirate's Mark,Rastakhan's Rumble,Minion,Rogue,,0,None,5,InvisibleDeathrattle,,FALSE
TRLA_Rogue_02,Pirates,Rastakhan's Rumble,Spell,Rogue,,0,,,,,FALSE
TRL_243,Pounce,Rastakhan's Rumble,Spell,Druid,Common,0,,,,,TRUE
TRLA_208h,Princess Talanji,Rastakhan's Rumble,Hero,Priest,,0,,10,,,FALSE
TRLA_Warrior_08,Protection,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Paladin_03,Recruits,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRL_128,Regenerate,Rastakhan's Rumble,Spell,Priest,Common,0,,,,,TRUE
TRLA_Paladin_06,Reinforce,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Priest_07,Resilient,Rastakhan's Rumble,Spell,Priest,,0,,,,,FALSE
TRLA_209h_Mage,Rikkar,Rastakhan's Rumble,Hero,Mage,,0,,20,,,FALSE
TRLA_209h_Druid,Rikkar,Rastakhan's Rumble,Hero,Druid,,0,,20,,,FALSE
TRLA_209h_Hunter,Rikkar,Rastakhan's Rumble,Hero,Hunter,,0,,20,,,FALSE
TRLA_209h_Paladin,Rikkar,Rastakhan's Rumble,Hero,Paladin,,0,,20,,,FALSE
TRLA_209h_Priest,Rikkar,Rastakhan's Rumble,Hero,Priest,,0,,20,,,FALSE
TRLA_209h_Rogue,Rikkar,Rastakhan's Rumble,Hero,Rogue,,0,,20,,,FALSE
TRLA_209h_Warrior,Rikkar,Rastakhan's Rumble,Hero,Warrior,,0,,20,,,FALSE
TRLA_209h_Shaman,Rikkar,Rastakhan's Rumble,Hero,Shaman,,0,,20,,,FALSE
TRLA_209h_Warlock,Rikkar,Rastakhan's Rumble,Hero,Warlock,,0,,20,,,FALSE
TRLA_209h,Rikkar,Rastakhan's Rumble,Hero,Neutral,,0,,20,,,FALSE
TRLA_808,Roaring Edifice,Rastakhan's Rumble,Spell,Neutral,,0,,,Deathrattle,,FALSE
TRLA_Druid_13,Rumble Kings,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Warrior_06,Rush,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_801,Sacred Ritual,Rastakhan's Rumble,Spell,Neutral,,0,,,,,FALSE
TRLA_Warlock_07,Sacrifice,Rastakhan's Rumble,Spell,Warlock,,0,,,,,FALSE
TRLA_Druid_04,Saplings,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Hunter_12,Scrapyard,Rastakhan's Rumble,Spell,Hunter,,0,,,,,FALSE
TRLA_Hunter_05,Secrets,Rastakhan's Rumble,Spell,Hunter,,0,,,,,FALSE
TRLA_Paladin_08,Secrets,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Paladin_04,Self-Sacrifice,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Warrior_04,Smash,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Mage_07,Spell Power,Rastakhan's Rumble,Spell,Mage,,0,,,,,FALSE
TRLA_Shaman_02,Spellchasers,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_Hunter_11,Survival Tactics,Rastakhan's Rumble,Spell,Hunter,,0,,,,,FALSE
TRLA_Warrior_01,Tank Up!,Rastakhan's Rumble,Spell,Warrior,,0,,,,,FALSE
TRLA_Warlock_04,Taunt,Rastakhan's Rumble,Spell,Warlock,,0,,,,,FALSE
TRLA_Paladin_05,Teambuilding,Rastakhan's Rumble,Spell,Paladin,,0,,,,,FALSE
TRLA_Shaman_09,Totems,Rastakhan's Rumble,Spell,Shaman,,0,,,,,FALSE
TRLA_186,Treasure from Below,Rastakhan's Rumble,Minion,Rogue,,0,None,2,InvisibleDeathrattle,,FALSE
TRLA_107,Tribal Shrine,Rastakhan's Rumble,Minion,Neutral,,0,None,1,"Taunt, InvisibleDeathrattle",,FALSE
TRLA_Hunter_03,Trick Shots,Rastakhan's Rumble,Spell,Hunter,,0,,,,,FALSE
TRLA_Rogue_05,Tricks of the Trade,Rastakhan's Rumble,Spell,Rogue,,0,,,,,FALSE
TRLA_200h,War Master Voone,Rastakhan's Rumble,Hero,Warrior,,0,,10,,,FALSE
TRLA_205h,Wardruid Loti,Rastakhan's Rumble,Hero,Druid,,0,,10,,,FALSE
TRLA_121,Water Spirit,Rastakhan's Rumble,Minion,Druid,,0,2,1,Deathrattle,Elemental,FALSE
TRLA_Rogue_06,Weapons,Rastakhan's Rumble,Spell,Rogue,,0,,,,,FALSE
TRLA_809,Windfall Blessing,Rastakhan's Rumble,Spell,Neutral,,0,,,Deathrattle,,FALSE
TRLA_Druid_06,Wise Decisions,Rastakhan's Rumble,Spell,Druid,,0,,,,,FALSE
TRLA_Priest_09,Wrath,Rastakhan's Rumble,Spell,Priest,,0,,,,,FALSE
TRLA_Warlock_06,Wrath,Rastakhan's Rumble,Spell,Warlock,,0,,,,,FALSE
TRLA_806,Wrath of the Loas,Rastakhan's Rumble,Spell,Neutral,,0,,,Deathrattle,,FALSE
TRLA_201h,Zentimo,Rastakhan's Rumble,Hero,Shaman,,0,,10,,,FALSE
TRLA_204h,Zul'jin,Rastakhan's Rumble,Hero,Hunter,,0,,10,,,FALSE
TRL_509t,Bananas,Rastakhan's Rumble,Spell,Neutral,,1,,,,,FALSE
TRL_020t,Bat,Rastakhan's Rumble,Minion,Neutral,,1,1,1,,Beast,FALSE
TRL_543,Bloodclaw,Rastakhan's Rumble,Weapon,Paladin,Common,1,2,2,Battlecry,,TRUE
TRL_541t,Corrupted Blood,Rastakhan's Rumble,Spell,Neutral,,1,,,"Casts When Drawn, Immune to Spell Power",,FALSE
TRL_390,Daring Fire-Eater,Rastakhan's Rumble,Minion,Mage,Common,1,1,1,Battlecry,,TRUE
TRLA_156,Deepsea Diver,Rastakhan's Rumble,Minion,Shaman,,1,2,2,"Battlecry, Overload",Murloc,FALSE
TRL_321,Devastate,Rastakhan's Rumble,Spell,Warrior,Common,1,,,,,TRUE
TRLA_135,Fan of Flames,Rastakhan's Rumble,Minion,Mage,,1,2,2,Battlecry,Elemental,FALSE
TRL_363t,Free Agent,Rastakhan's Rumble,Minion,Neutral,,1,0,3,Taunt,,FALSE
TRL_249,Grim Rally,Rastakhan's Rumble,Spell,Warlock,Rare,1,,,,,TRUE
TRL_506,Gurubashi Chicken,Rastakhan's Rumble,Minion,Neutral,Common,1,1,1,Overkill,Beast,TRUE
TRL_516,Gurubashi Offering,Rastakhan's Rumble,Minion,Neutral,Epic,1,0,2,,,TRUE
TRL_505,Helpless Hatchling,Rastakhan's Rumble,Minion,Neutral,Common,1,1,1,Deathrattle,Beast,TRUE
TRL_348t,Lynx,Rastakhan's Rumble,Minion,Hunter,,1,1,1,Rush,Beast,FALSE
TRLA_160,Naga Tonguelasher,Rastakhan's Rumble,Minion,Shaman,,1,4,4,"Battlecry, Overload",,FALSE
TRLA_172,Rallying Quilboar,Rastakhan's Rumble,Minion,Warrior,,1,2,4,Taunt,,FALSE
TRLA_173,Redcrest Rocker,Rastakhan's Rumble,Minion,Warrior,,1,3,4,"Rush, Overkill, Discover",,FALSE
TRL_363,Saronite Taskmaster,Rastakhan's Rumble,Minion,Neutral,Common,1,2,3,"Deathrattle, Taunt",,TRUE
TRL_503t,Scarab,Rastakhan's Rumble,Minion,Neutral,,1,1,1,,Beast,FALSE
TRL_074,Serrated Tooth,Rastakhan's Rumble,Weapon,Rogue,Common,1,1,3,Deathrattle,,TRUE
TRL_245,Shriek,Rastakhan's Rumble,Spell,Warlock,Rare,1,,,,,TRUE
TRL_502,Spirit of the Dead,Rastakhan's Rumble,Minion,Priest,Rare,1,0,3,Stealth,,TRUE
TRL_223,Spirit of the Raptor,Rastakhan's Rumble,Minion,Druid,Rare,1,0,3,Stealth,,TRUE
TRL_327,Spirit of the Rhino,Rastakhan's Rumble,Minion,Warrior,Rare,1,None,3,"Stealth, Aura, Rush",,TRUE
TRL_348,Springpaw,Rastakhan's Rumble,Minion,Hunter,Common,1,1,1,"Battlecry, Rush",Beast,TRUE
TRL_507t,Swabbie,Rastakhan's Rumble,Minion,Neutral,,1,1,1,,Pirate,FALSE
TRL_119,The Beast Within,Rastakhan's Rumble,Spell,Hunter,Epic,1,,,,,TRUE
TRL_309t,Tiger,Rastakhan's Rumble,Minion,Paladin,,1,1,1,,Beast,FALSE
TRL_012,Totemic Smash,Rastakhan's Rumble,Spell,Shaman,Common,1,,,Overkill,,TRUE
TRL_522,Wartbringer,Rastakhan's Rumble,Minion,Shaman,Common,1,2,1,Battlecry,,TRUE
TRLA_148,Weaponized Zombie,Rastakhan's Rumble,Minion,Priest,,1,2,3,Deathrattle,,FALSE
TRL_131t,Zombie,Rastakhan's Rumble,Minion,Priest,,1,1,1,Taunt,,FALSE
TRL_501,Auchenai Phantasm,Rastakhan's Rumble,Minion,Priest,Epic,2,3,2,Battlecry,,TRUE
TRL_514,Belligerent Gnome,Rastakhan's Rumble,Minion,Neutral,Rare,2,1,4,"Taunt, Battlecry",,TRUE
TRL_065h,Berserker Throw,Rastakhan's Rumble,Hero Power,Hunter,,2,,,,,FALSE
TRL_082,Big Bad Voodoo,Rastakhan's Rumble,Spell,Shaman,Epic,2,,,Deathrattle,,TRUE
TRLA_185,Blood Portal,Rastakhan's Rumble,Minion,Warlock,,2,0,6,,,FALSE
TRL_071,Bloodsail Howler,Rastakhan's Rumble,Minion,Rogue,Rare,2,1,1,"Rush, Battlecry",Pirate,TRUE
TRL_504,Booty Bay Bookie,Rastakhan's Rumble,Minion,Neutral,Rare,2,3,3,Battlecry,,TRUE
TRL_512,Cheaty Anklebiter,Rastakhan's Rumble,Minion,Neutral,Common,2,2,1,"Battlecry, Lifesteal",,TRUE
TRL_406,Dozing Marksman,Rastakhan's Rumble,Minion,Neutral,Common,2,0,4,,,TRUE
TRL_362,Dragon Roar,Rastakhan's Rumble,Spell,Warrior,Common,2,,,,,TRUE
TRL_523,Firetree Witchdoctor,Rastakhan's Rumble,Minion,Neutral,Rare,2,2,2,"Battlecry, Discover",,TRUE
TRL_307,Flash of Light,Rastakhan's Rumble,Spell,Paladin,Common,2,,,,,TRUE
TRLA_132,Frostweaver,Rastakhan's Rumble,Minion,Mage,,2,2,5,Freeze,,FALSE
TRL_111,Headhunter's Hatchet,Rastakhan's Rumble,Weapon,Hunter,Common,2,2,2,Battlecry,,TRUE
TRL_306,Immortal Prelate,Rastakhan's Rumble,Minion,Paladin,Epic,2,1,3,Deathrattle,,TRUE
TRLA_180,Leering Bat,Rastakhan's Rumble,Minion,Warlock,,2,3,3,,Beast,FALSE
TRL_352,Likkim,Rastakhan's Rumble,Weapon,Shaman,Rare,2,1,3,"Aura, Overload",,TRUE
TRL_254t,Raptor,Rastakhan's Rumble,Minion,Druid,,2,3,2,,Beast,FALSE
TRLA_181,Ravenous Familiar,Rastakhan's Rumble,Minion,Warlock,,2,3,4,"Rush, Overkill",Beast,FALSE
TRL_566,Revenge of the Wild,Rastakhan's Rumble,Spell,Hunter,Rare,2,,,,,TRUE
TRL_531t,Rumbletusk Breaker,Rastakhan's Rumble,Minion,Neutral,,2,3,2,,,FALSE
TRL_240,Savage Striker,Rastakhan's Rumble,Minion,Druid,Common,2,2,3,Battlecry,,TRUE
TRL_503,Scarab Egg,Rastakhan's Rumble,Minion,Neutral,Common,2,0,2,Deathrattle,,TRUE
TRL_097,Seance,Rastakhan's Rumble,Spell,Priest,Common,2,,,,,TRUE
TRL_057,Serpent Ward,Rastakhan's Rumble,Minion,Neutral,Rare,2,0,2,,Totem,TRUE
TRL_507,Sharkfin Fan,Rastakhan's Rumble,Minion,Neutral,Common,2,2,2,,Pirate,TRUE
TRLA_191,Sharktoothed Harpooner,Rastakhan's Rumble,Minion,Rogue,,2,4,3,Battlecry,Pirate,FALSE
TRL_524,Shieldbreaker,Rastakhan's Rumble,Minion,Neutral,Rare,2,2,1,"Battlecry, Taunt, Silence",,TRUE
TRL_570,Soup Vendor,Rastakhan's Rumble,Minion,Neutral,Rare,2,1,4,,,TRUE
TRL_312,Spellzerker,Rastakhan's Rumble,Minion,Neutral,Common,2,2,3,Spell Damage,,TRUE
TRL_251,Spirit of the Bat,Rastakhan's Rumble,Minion,Warlock,Rare,2,0,3,Stealth,,TRUE
TRL_319,Spirit of the Dragonhawk,Rastakhan's Rumble,Minion,Mage,Rare,2,0,3,"Stealth, Aura",,TRUE
TRLA_065p,Steady Throw,Rastakhan's Rumble,Hero Power,Hunter,,2,,,,,FALSE
TRL_156,Stolen Steel,Rastakhan's Rumble,Spell,Rogue,Common,2,,,Discover,,TRUE
TRL_407,Waterboy,Rastakhan's Rumble,Minion,Neutral,Rare,2,2,1,Battlecry,,TRUE
TRL_343at1,Ankylodon,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,6,Taunt,Beast,FALSE
TRLA_127,Astral Raptor,Rastakhan's Rumble,Minion,Druid,,3,3,3,"Rush, Overkill",,FALSE
TRL_509,Banana Buffoon,Rastakhan's Rumble,Minion,Neutral,Common,3,2,2,Battlecry,,TRUE
TRL_349,Bloodscalp Strategist,Rastakhan's Rumble,Minion,Hunter,Rare,3,2,4,"Battlecry, Discover",,TRUE
TRLA_150,Bloodwash Medic,Rastakhan's Rumble,Minion,Priest,,3,3,5,"Rush, Overkill",,FALSE
TRL_059,Bog Slosher,Rastakhan's Rumble,Minion,Shaman,Rare,3,3,3,Battlecry,Elemental,TRUE
TRLA_153,Conjuring Attendant,Rastakhan's Rumble,Minion,Priest,,3,2,5,Aura,,FALSE
TRLA_159,Croak Jouster,Rastakhan's Rumble,Minion,Shaman,,3,4,5,"Battlecry, Discover, Overload",,FALSE
TRL_527,Drakkari Trickster,Rastakhan's Rumble,Minion,Neutral,Epic,3,3,4,Battlecry,,TRUE
TRL_058,Haunting Visions,Rastakhan's Rumble,Spell,Shaman,Epic,3,,,Discover,,TRUE
TRL_308,High Priest Thekal,Rastakhan's Rumble,Minion,Paladin,Legendary,3,3,4,Battlecry,,TRUE
TRLA_141,Lightchucker,Rastakhan's Rumble,Minion,Paladin,,3,4,6,,,FALSE
TRL_530,Masked Contender,Rastakhan's Rumble,Minion,Neutral,Epic,3,2,4,"Battlecry, Secret",,TRUE
TRL_339,Master's Call,Rastakhan's Rumble,Spell,Hunter,Epic,3,,,Discover,,TRUE
TRL_546,Ornery Tortoise,Rastakhan's Rumble,Minion,Neutral,Common,3,3,5,Battlecry,Beast,TRUE
TRL_360,Overlord's Whip,Rastakhan's Rumble,Weapon,Warrior,Common,3,2,4,,,TRUE
TRLA_139,Parading Marshal,Rastakhan's Rumble,Minion,Paladin,,3,3,3,Battlecry,,FALSE
TRLA_189,Parrot Mascot,Rastakhan's Rumble,Minion,Rogue,,3,2,2,Combo,Beast,FALSE
TRLA_188,Pesky Rascal,Rastakhan's Rumble,Minion,Rogue,,3,1,1,,,FALSE
TRL_343ct1,Pterrordax,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,4,Spell Damage,Beast,FALSE
TRL_315,Pyromaniac,Rastakhan's Rumble,Minion,Mage,Rare,3,3,4,,,TRUE
TRLA_167,Rabid Saurolisk,Rastakhan's Rumble,Minion,Hunter,,3,4,1,"Poisonous, Deathrattle",Beast,FALSE
TRL_343dt1,Ravasaur,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,2,"Poisonous, Stealth",Beast,FALSE
TRL_551,Reckless Diretroll,Rastakhan's Rumble,Minion,Warlock,Common,3,2,6,"Battlecry, Taunt",,TRUE
TRL_343bt1,Sabertusk,Rastakhan's Rumble,Minion,Druid,Legendary,3,4,2,Rush,Beast,FALSE
TRL_131,Sand Drudge,Rastakhan's Rumble,Minion,Priest,Common,3,3,3,Taunt,,TRUE
TRLA_164,Shadowmaw Panther,Rastakhan's Rumble,Minion,Hunter,,3,3,3,Rush,Beast,FALSE
TRLA_134,Showstopping Conjurer,Rastakhan's Rumble,Minion,Mage,,3,3,5,"Rush, Overkill",,FALSE
TRL_326,Smolderthorn Lancer,Rastakhan's Rumble,Minion,Warrior,Epic,3,3,2,Battlecry,,TRUE
TRL_060,Spirit of the Frog,Rastakhan's Rumble,Minion,Shaman,Rare,3,0,3,Stealth,,TRUE
TRL_901,Spirit of the Lynx,Rastakhan's Rumble,Minion,Hunter,Rare,3,0,3,Stealth,,TRUE
TRL_400,Splitting Image,Rastakhan's Rumble,Spell,Mage,Epic,3,,,Secret,,TRUE
TRLA_123,Succoring Skyscreamer,Rastakhan's Rumble,Minion,Druid,,3,3,4,,Beast,FALSE
TRL_500,Surrender to Madness,Rastakhan's Rumble,Spell,Priest,Epic,3,,,,,TRUE
TRL_302,Time Out!,Rastakhan's Rumble,Spell,Paladin,Common,3,,,,,TRUE
TRL_351t,Toad,Rastakhan's Rumble,Minion,Shaman,,3,2,4,Taunt,Beast,FALSE
TRL_405,Untamed Beastmaster,Rastakhan's Rumble,Minion,Neutral,Epic,3,3,4,,,TRUE
TRLA_161,War Heralder,Rastakhan's Rumble,Minion,Shaman,,3,3,5,"Rush, Overkill",,FALSE
TRL_343at2,Wardruid Loti,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,6,Taunt,Beast,FALSE
TRL_343bt2,Wardruid Loti,Rastakhan's Rumble,Minion,Druid,Legendary,3,4,2,Rush,Beast,FALSE
TRL_343ct2,Wardruid Loti,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,4,Spell Damage,Beast,FALSE
TRL_343dt2,Wardruid Loti,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,2,"Poisonous, Stealth",Beast,FALSE
TRL_343,Wardruid Loti,Rastakhan's Rumble,Minion,Druid,Legendary,3,1,2,,,TRUE
TRL_343et1,Wardruid Loti,Rastakhan's Rumble,Minion,Druid,Legendary,3,4,6,"Taunt, Poisonous, Stealth, Spell Damage, Rush",Beast,FALSE
TRLA_183,Warp Stalker,Rastakhan's Rumble,Minion,Warlock,,3,3,5,Stealth,Beast,FALSE
TRL_085,Zentimo,Rastakhan's Rumble,Minion,Shaman,Legendary,3,1,3,,,TRUE
TRL_517,Arena Fanatic,Rastakhan's Rumble,Minion,Neutral,Common,4,2,3,Battlecry,,TRUE
TRL_525,Arena Treasure Chest,Rastakhan's Rumble,Minion,Neutral,Common,4,0,4,Deathrattle,,TRUE
TRLA_165,Battlestarved Lynx,Rastakhan's Rumble,Minion,Hunter,,4,3,4,Battlecry,Beast,FALSE
TRLA_140,Blessed One,Rastakhan's Rumble,Minion,Paladin,,4,4,5,Battlecry,,FALSE
TRLA_151,Bwonsamdi's Keeper,Rastakhan's Rumble,Minion,Priest,,4,4,5,Battlecry,,FALSE
TRLA_184,Dark Diviner,Rastakhan's Rumble,Minion,Warlock,,4,4,5,Battlecry,,FALSE
TRLA_143,Gloryseeker,Rastakhan's Rumble,Minion,Paladin,,4,3,1,,,FALSE
TRLA_131,Glyph Guardian,Rastakhan's Rumble,Minion,Mage,,4,4,6,"Spell Damage, Freeze",Dragon,FALSE
TRL_254a,Gonk's Resilience,Rastakhan's Rumble,Spell,Druid,,4,,,,,FALSE
TRL_096,Griftah,Rastakhan's Rumble,Minion,Neutral,Legendary,4,4,5,"Battlecry, Discover",,TRUE
TRL_010,Half-Time Scavenger,Rastakhan's Rumble,Minion,Neutral,Common,4,3,5,"Overkill, Stealth",,TRUE
TRLA_176,Herald of Flame,Rastakhan's Rumble,Minion,Warrior,,4,7,7,Rush,Dragon,FALSE
TRL_252,High Priestess Jeklik,Rastakhan's Rumble,Minion,Warlock,Legendary,4,3,4,"Lifesteal, Taunt, InvisibleDeathrattle",,TRUE
TRL_533,Ice Cream Peddler,Rastakhan's Rumble,Minion,Neutral,Epic,4,3,5,"Battlecry, Freeze",,TRUE
TRLA_157,Leap Frog,Rastakhan's Rumble,Minion,Shaman,,4,3,6,Battlecry,Beast,FALSE
TRLA_192,Lobstrok Tastetester,Rastakhan's Rumble,Minion,Rogue,,4,3,3,,Beast,FALSE
TRL_254,Mark of the Loa,Rastakhan's Rumble,Spell,Druid,Rare,4,,,,,TRUE
TRL_520,Murloc Tastyfin,Rastakhan's Rumble,Minion,Neutral,Rare,4,3,2,Deathrattle,Murloc,TRUE
TRL_244,Predatory Instincts,Rastakhan's Rumble,Spell,Druid,Rare,4,,,,,TRUE
TRL_124,Raiding Party,Rastakhan's Rumble,Spell,Rogue,Rare,4,,,Combo,,TRUE
TRL_254b,Raptor Pack,Rastakhan's Rumble,Spell,Druid,,4,,,,,FALSE
TRLA_130,Razzle Dazzler,Rastakhan's Rumble,Minion,Mage,,4,2,5,"Taunt, Battlecry",,FALSE
TRL_508,Regeneratin' Thug,Rastakhan's Rumble,Minion,Neutral,Common,4,3,5,,,TRUE
TRL_531,Rumbletusk Shaker,Rastakhan's Rumble,Minion,Neutral,Common,4,3,2,Deathrattle,,TRUE
TRL_313,Scorch,Rastakhan's Rumble,Spell,Mage,Rare,4,,,,,TRUE
TRLA_175,Seasoned Pitbrawler,Rastakhan's Rumble,Minion,Warrior,,4,3,6,,Dragon,FALSE
TRL_092,Spirit of the Shark,Rastakhan's Rumble,Minion,Rogue,Rare,4,0,3,"Aura, Stealth",,TRUE
TRL_309,Spirit of the Tiger,Rastakhan's Rumble,Minion,Paladin,Rare,4,0,3,Stealth,,TRUE
TRLA_168,Streetsmuggler,Rastakhan's Rumble,Minion,Hunter,,4,3,5,,,FALSE
TRL_015,Ticket Scalper,Rastakhan's Rumble,Minion,Neutral,Common,4,5,3,Overkill,Pirate,TRUE
TRL_157,Walk the Plank,Rastakhan's Rumble,Spell,Rogue,Common,4,,,,,TRUE
TRL_328,War Master Voone,Rastakhan's Rumble,Minion,Warrior,Legendary,4,4,3,Battlecry,,TRUE
TRL_545,Zandalari Templar,Rastakhan's Rumble,Minion,Paladin,Rare,4,4,4,"Battlecry, Taunt",,TRUE
TRL_341t,Ancient,Rastakhan's Rumble,Minion,Druid,,5,5,5,,,FALSE
TRL_521,Arena Patron,Rastakhan's Rumble,Minion,Neutral,Rare,5,3,3,Overkill,,TRUE
TRL_347,Baited Arrow,Rastakhan's Rumble,Spell,Hunter,Common,5,,,Overkill,,TRUE
TRL_317,Blast Wave,Rastakhan's Rumble,Spell,Mage,Epic,5,,,Overkill,,TRUE
TRL_347t,Devilsaur,Rastakhan's Rumble,Minion,Hunter,,5,5,5,,Beast,FALSE
TRLA_122,Direhorn Stomper,Rastakhan's Rumble,Minion,Druid,,5,4,6,"Rush, Overkill",Beast,FALSE
